id,conference,title,year,authors,doi
2020,PacificVis,FlexGD: A flexible force-directed model for graph drawing,2013,"Kermarrec, A.-M., Moin, A.",10.1109/PacificVis.2013.6596148
3357,Vis,RSATree: Distribution-Aware Data Representation of Large-Scale Tabular Datasets for Flexible Visual Query,2020,"Mei, H., Chen, W., Wei, Y., Hu, Y., Zhou, S., Lin, B., Zhao, Y., Xia, J.",10.1109/TVCG.2019.2934800
2047,PacificVis,A Visual Analytics Approach to Study Anatomic Covariation,2014,"Hermann, M., Schunke, A.C., Schultz, T., Klein, R.",10.1109/PacificVis.2014.53
4442,Vis,Accelerating Force-Directed Graph Drawing with RT Cores,2020,"Zellmann, S., Weier, M., Wald, I.",10.1109/VIS47514.2020.00026
5370,EuroVis,Visualizing Expanded Query Results,2018,"Mazurek, Michael, Waldner, Manuela",10.1111/cgf.13403
3482,Vis,Mesh Saliency via Weakly Supervised Classification-for-Saliency CNN,2021,"Song, R., Liu, Y., Rosin, P. L.",10.1109/TVCG.2019.2928794
4960,IVI,Feature-based automatic identification of interesting data segments in group movement data,2013,"von Landesberger, Tatiana, Bremm, Sebastian, Schreck, Tobias, Fellner, Dieter W",10.1177/1473871613477851
4676,journal,A Deep Residual Network for Geometric Decontouring,2020,"Ji, Zhongping, Zhou, Chengqin, Zhang, Qiankan, Zhang, Yu-Wei, Wang, Wenping",https://doi.org/10.1111/cgf.14124
3379,VAST,Analyzing the Training Processes of Deep Generative Models,2018,"Liu, M., Shi, J., Cao, K., Zhu, J., Liu, S.",10.1109/TVCG.2017.2744938
3011,VAST,RuleMatrix: Visualizing and Understanding Classifiers with Rules,2019,"Ming, Y., Qu, H., Bertini, E.",10.1109/TVCG.2018.2864812
1622,IV,A Bi-phase Model of Folding Origami Interactively with Gap Representation,2013,"Sasakura, M., Tanaka, K., Yamashita, E., Tanabe, H., Kawakami, T.",10.1109/IV.2013.65
5264,IVI,A chorem-based approach for visually synthesizing complex phenomena,2008,"Del Fatto, Vincenzo, Laurini, Robert, Lopez, Karla, Sebillo, Monica, Vitiello, Giuliana",10.1057/palgrave.ivs.9500186
4500,journal,Automatic Design of Cable-Tensioned Glass Shells,2020,"Laccone, Francesco, Malomo, Luigi, Froli, Maurizio, Cignoni, Paolo, Pietroni, Nico",https://doi.org/10.1111/cgf.13801
5125,IVI,Interactive ambient visualizations for soft advice,2013,"Murphy-Hill, Emerson, Barik, Titus, Black, Andrew P.",10.1177/1473871612469020
5118,IVI,Designing a better weather display,2012,"Ware, Colin, Plumlee, Matthew D",10.1177/1473871612465214
328,SciVis,Colon Flattening Using Heat Diffusion Riemannian Metric,2013,"Gurijala, K.C., Shi, Rui, Zeng, Wei, Gu, Xianfeng, Kaufman, A.",10.1109/TVCG.2013.139
